Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price,Dealer_No,Body Style,Phone,Dealer_Region
8948,11/30/2022,Joshua,Male,2400000,McKinney Dodge Chrysler Jeep,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,85257-3102,Hatchback,6990751,Scottsdale
8949,11/30/2022,Judah,Male,590000,Motor Vehicle Branch Office,Ford,Mustang,Overhead Camshaft,Manual,Red,25001,78758-7841,Hatchback,7096345,Austin
8950,11/30/2022,Jude,Male,13500,Nebo Chevrolet,Cadillac,Seville,Overhead Camshaft,Manual,Black,44001,06457-3834,Hatchback,6262848,Middletown
8951,11/30/2022,Julian,Male,1650000,New Castle Ford Lincoln Mercury,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57001,60504-7114,Hatchback,6108393,Aurora
8952,11/30/2022,Justin,Male,13500,Pars Auto Sales,Ford,Focus,Overhead Camshaft,Manual,Black,49001,38701-8047,Hatchback,7615701,Greenville
8953,11/30/2022,Kacper,Male,1562500,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9251,99301-3882,SUV,7048942,Pasco
8954,11/30/2022,Kai,Male,2050000,Progressive Shippers Cooperative Association No,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75001,53546-9427,Hatchback,6621437,Janesville
8955,11/30/2022,Kenneth,Male,3180000,Rabun Used Car Sales,Pontiac,Bonneville,Overhead Camshaft,Manual,Red,11001,85257-3102,Hatchback,6287044,Scottsdale
8956,11/30/2022,Kevin,Male,960000,Race Car Help,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,78758-7841,SUV,7099561,Austin
8957,11/30/2022,Kieran,Female,752000,Ryder Truck Rental and Leasing,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16001,06457-3834,SUV,6166755,Middletown
8958,11/30/2022,Kyle,Female,833000,Saab-Belle Dodge,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16001,60504-7114,Hatchback,7683637,Aurora
8959,11/30/2022,Landon,Male,13500,Scrivener Performance Engineering,Toyota,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,38701-8047,Passenger,7543727,Greenville
8960,11/30/2022,Lazer,Male,3320000,Star Enterprises Inc,Mercedes-B,M-Class,Overhead Camshaft,Manual,Red,25001,99301-3882,Hatchback,6821191,Pasco
8961,11/30/2022,Roberto,Male,520000,Tri-State Mack Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22001,85257-3102,Passenger,8693293,Scottsdale
8962,11/30/2022,Melody,Male,13500,C & M Motors Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,60504-7114,Hardtop,6262203,Aurora
8963,11/30/2022,Elisheva,Male,13500,Buddy Storbeck's Diesel Service Inc,Dodge,Caravan,Overhead Camshaft,Manual,Red,24000,06457-3834,Hardtop,8480185,Middletown
8964,11/30/2022,Romeo,Male,556000,Rabun Used Car Sales,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16001,85257-3102,Sedan,8613626,Scottsdale
8965,11/30/2022,Ronald,Male,441000,Race Car Help,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Red,57001,78758-7841,SUV,6675241,Austin
8966,11/30/2022,Ruben,Male,552000,Ryder Truck Rental and Leasing,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,06457-3834,Hatchback,7561272,Middletown
8967,11/30/2022,Ryan,Male,2165000,Saab-Belle Dodge,Ford,Taurus,Overhead Camshaft,Manual,Black,69501,60504-7114,SUV,8329483,Aurora
8968,11/30/2022,Samuel,Male,1280000,Scrivener Performance Engineering,Chevrolet,Cavalier,Overhead Camshaft,Manual,Red,20001,38701-8047,SUV,7726508,Greenville
8969,11/30/2022,Santiago,Male,1165000,Star Enterprises Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28501,99301-3882,Hatchback,8975077,Pasco
8970,11/30/2022,Saul,Male,2050000,Suburban Ford,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16001,53546-9427,SUV,6586138,Janesville
8971,11/30/2022,Eloise,Male,855000,Clay Johnson Auto Sales,Saturn,SC,Overhead Camshaft,Manual,Red,61000,78758-7841,Hardtop,6272311,Austin
8972,11/30/2022,Sebastian,Female,13500,U-Haul CO,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11001,78758-7841,Sedan,8265479,Austin
8973,11/30/2022,Sergio,Male,900000,Buddy Storbeck's Diesel Service Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22001,06457-3834,Sedan,8753339,Middletown
8974,11/30/2022,Skyler,Male,700000,C & M Motors Inc,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,22001,60504-7114,Passenger,8698222,Aurora
8975,11/30/2022,Stephen,Male,515000,Capitol KIA,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22001,38701-8047,SUV,7866261,Greenville
8976,11/30/2022,Elisa,Male,13500,Star Enterprises Inc,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21001,99301-3882,Hardtop,6554740,Pasco
8977,11/30/2022,Loic,Male,1210000,Suburban Ford,Mercedes-B,M-Class,Overhead Camshaft,Manual,Red,25001,53546-9427,Hardtop,8883058,Janesville
8978,11/30/2022,Vicky,Female,965000,Ryder Truck Rental and Leasing,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31000,06457-3834,Sedan,6590894,Middletown
8979,11/30/2022,Victoria,Male,390000,Saab-Belle Dodge,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16000,60504-7114,Passenger,7594261,Aurora
8980,11/30/2022,Vivian,Male,453000,Scrivener Performance Engineering,Saturn,LS,Overhead Camshaft,Manual,Pale White,14001,38701-8047,Sedan,7937312,Greenville
8981,11/30/2022,Wendy,Male,420000,Star Enterprises Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24001,99301-3882,SUV,7599121,Pasco
8982,11/30/2022,Eleonore,Male,671000,Tri-State Mack Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,85257-3102,Hardtop,7252979,Austin
8983,11/30/2022,Xin,Male,1600000,Tri-State Mack Inc,Acura,TL,Overhead Camshaft,Manual,Pale White,14001,85257-3102,Hatchback,6138021,Scottsdale
8984,11/30/2022,Athys,Male,13500,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42000,53546-9427,Hardtop,8910845,Janesville
8985,11/30/2022,Zahra,Male,13500,Buddy Storbeck's Diesel Service Inc,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45001,06457-3834,Passenger,6820737,Middletown
8986,11/30/2022,Zainab,Male,1400000,C & M Motors Inc,Ford,Mustang,Overhead Camshaft,Manual,Red,25001,60504-7114,Hatchback,6995838,Aurora
8987,11/30/2022,Lucas,Female,427000,Race Car Help,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29000,78758-7841,Hardtop,6833963,Austin
8988,11/30/2022,Zoe,Male,13500,Chrysler of Tri-Cities,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14000,99301-3882,Hatchback,7965973,Pasco
8989,11/30/2022,Aaliyah,Female,1255000,Chrysler Plymouth,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60500,53546-9427,Passenger,7116711,Janesville
8990,11/30/2022,Abigail,Female,370000,Classic Chevy,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,14000,85257-3102,SUV,7665875,Scottsdale
8991,11/30/2022,Israel,Male,856000,Scrivener Performance Engineering,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,38701-8047,SUV,7126979,Greenville
8992,11/30/2022,Ivan,Male,600000,Star Enterprises Inc,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,39000,99301-3882,Passenger,6265348,Pasco
8993,11/30/2022,Jace,Male,450000,Suburban Ford,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,53546-9427,SUV,6495301,Janesville
8994,11/30/2022,Clement,Female,1225000,Saab-Belle Dodge,Mercedes-B,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18500,60504-7114,Hardtop,8107572,Aurora
8995,11/30/2022,Jacob,Female,675000,U-Haul CO,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26000,78758-7841,Passenger,6190092,Austin
8996,11/30/2022,Jaden,Male,1060000,Buddy Storbeck's Diesel Service Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,06457-3834,Hatchback,8273707,Middletown
8997,11/30/2022,Jadiel,Male,850000,C & M Motors Inc,Lexus,LS400,Overhead Camshaft,Manual,Red,13000,60504-7114,Sedan,6037906,Aurora
8998,11/30/2022,Jaiden,Female,570000,Capitol KIA,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,38701-8047,Sedan,7606130,Greenville
8999,11/30/2022,Mina,Male,13500,Classic Chevy,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,85257-3102,Hardtop,8174567,Scottsdale
9000,11/30/2022,Jake,Male,1100000,Chrysler Plymouth,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,53546-9427,Passenger,6333972,Janesville
9001,11/30/2022,James,Male,915000,Classic Chevy,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,85257-3102,SUV,7897192,Scottsdale
9002,11/30/2022,Janiel,Male,400000,Clay Johnson Auto Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69000,78758-7841,Passenger,6175384,Austin
9003,11/30/2022,Januel,Male,13500,Diehl Motor CO Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,06457-3834,Hatchback,7954025,Middletown
9004,11/30/2022,Jared,Male,526000,Enterprise Rent A Car,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,60504-7114,Hatchback,7554096,Aurora
9005,11/30/2022,Jariel,Male,570000,Gartner Buick Hyundai Saab,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45001,38701-8047,Passenger,8925213,Greenville
9006,11/30/2022,Raymond,Male,1335000,Chrysler of Tri-Cities,Honda,Passport,DoubleÂ Overhead Camshaft,Auto,Black,26500,99301-3882,Hardtop,7230274,Pasco
9007,11/30/2022,Celine,Male,980000,New Castle Ford Lincoln Mercury,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,60504-7114,Hatchback,6646887,Scottsdale
9008,11/30/2022,Chana,Male,1370000,Pars Auto Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,22000,38701-8047,Passenger,8928785,Janesville
9009,11/30/2022,Harmanie,Male,925000,Clay Johnson Auto Sales,Mercury,Mountaineer,Overhead Camshaft,Manual,Red,21000,78758-7841,Hardtop,8509590,Austin
9010,11/30/2022,Charlie,Male,902000,Progressive Shippers Cooperative Association No,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,18000,53546-9427,Hatchback,8075014,Austin
9011,11/30/2022,Charlotte,Male,1550000,Rabun Used Car Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19000,85257-3102,Hatchback,8988858,Middletown
9012,11/30/2022,Chava,Female,405000,Race Car Help,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Red,14000,78758-7841,SUV,7939835,Aurora
9013,11/30/2022,Chavy,Female,1150000,Ryder Truck Rental and Leasing,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Hatchback,8736596,Greenville
9014,11/30/2022,Chaya,Female,630000,Saab-Belle Dodge,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,60504-7114,SUV,7005793,Pasco
9015,11/30/2022,Chloe,Male,1341500,Scrivener Performance Engineering,BMW,528i,Overhead Camshaft,Manual,Pale White,14150,38701-8047,SUV,7959495,Scottsdale
9016,11/30/2022,Christina,Male,1260000,Star Enterprises Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22000,99301-3882,Hatchback,7710603,Austin
9017,11/30/2022,Claire,Male,1685000,Suburban Ford,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23500,53546-9427,Hatchback,6546191,Middletown
9018,11/30/2022,Camille,Male,610000,Diehl Motor CO Inc,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,06457-3834,Hardtop,8129782,Middletown
9019,11/30/2022,Clementine,Male,1495000,U-Haul CO,Lexus,GS400,Overhead Camshaft,Manual,Black,53500,78758-7841,Hatchback,6734587,Greenville
9020,11/30/2022,Colette,Male,1110000,Progressive Shippers Cooperative Association No,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,53546-9427,SUV,7092148,Pasco
9021,12/1/2022,Leo,Male,2800000,Suburban Ford,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,31001,53546-9427,Sedan,7251833,Janesville
9022,12/1/2022,Leon,Female,1775000,Tri-State Mack Inc,Lexus,LS400,Overhead Camshaft,Manual,Black,69501,85257-3102,Sedan,8946118,Scottsdale
9023,12/1/2022,Leonardo,Male,1602000,U-Haul CO,Volvo,S80,Overhead Camshaft,Manual,Red,25201,78758-7841,Sedan,8430830,Austin
9024,12/1/2022,Lev,Male,13500,Progressive Shippers Cooperative Association No,Lincoln,Continental,Overhead Camshaft,Manual,Black,18001,53546-9427,Passenger,6368671,Janesville
9025,12/1/2022,Levi,Male,1300000,Rabun Used Car Sales,Lincoln,Continental,Overhead Camshaft,Manual,Black,18001,85257-3102,Passenger,6206193,Scottsdale
9026,12/1/2022,Liam,Male,13500,Race Car Help,Dodge,Ram Pickup,Overhead Camshaft,Manual,Red,25001,78758-7841,Hatchback,8788520,Austin
9027,12/1/2022,Lipa,Male,13500,Ryder Truck Rental and Leasing,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19001,06457-3834,Passenger,7620645,Middletown
9028,12/1/2022,Logan,Male,1100000,Saab-Belle Dodge,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,22001,60504-7114,Hatchback,6813765,Aurora
9029,12/1/2022,Lorenzo,Male,1650000,Scrivener Performance Engineering,Chevrolet,Lumina,Overhead Camshaft,Manual,Red,12001,38701-8047,Passenger,7789612,Greenville
9030,12/1/2022,Louis,Male,1102000,Star Enterprises Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,57201,99301-3882,Hatchback,7457497,Pasco
9031,12/1/2022,Luca,Male,575000,Suburban Ford,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,24001,53546-9427,Hatchback,7282165,Janesville
9032,12/1/2022,Lucas,Female,13500,Tri-State Mack Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26001,85257-3102,Sedan,6955338,Scottsdale
9033,12/1/2022,Luka,Male,1570000,U-Haul CO,Ford,Taurus,Overhead Camshaft,Manual,Black,69001,78758-7841,SUV,6728745,Austin
9034,12/1/2022,Lukas,Male,1411000,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71101,06457-3834,SUV,7722001,Middletown
9035,12/1/2022,Elsa,Female,13500,Diehl Motor CO Inc,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,11000,06457-3834,Hardtop,8606437,Middletown
9036,12/1/2022,Violet,Male,13500,Enterprise Rent A Car,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,82000,60504-7114,Hardtop,7745326,Aurora
9037,12/1/2022,Thomas,Male,13500,Classic Chevy,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11001,85257-3102,Sedan,8950883,Scottsdale
9038,12/1/2022,Tristan,Male,2700000,Clay Johnson Auto Sales,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26001,78758-7841,Sedan,6114716,Austin
9039,12/1/2022,Tyler,Male,1060000,Diehl Motor CO Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19001,06457-3834,Hatchback,7625896,Middletown
9040,12/1/2022,Uriel,Male,545000,Enterprise Rent A Car,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,60504-7114,Hatchback,6470594,Aurora
9041,12/1/2022,Victor,Male,13500,Gartner Buick Hyundai Saab,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,38701-8047,Passenger,7451537,Greenville
9042,12/1/2022,Vincent,Male,13500,Hatfield Volkswagen,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,31001,99301-3882,Hatchback,7819360,Pasco
9043,12/1/2022,Wesley,Male,3200000,Iceberg Rentals,Mercury,Sable,Overhead Camshaft,Manual,Red,61001,53546-9427,Sedan,7721482,Janesville
9044,12/1/2022,William,Male,1705000,McKinney Dodge Chrysler Jeep,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21501,85257-3102,SUV,7490943,Scottsdale
9045,12/1/2022,Wilson,Male,850250,Motor Vehicle Branch Office,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14251,78758-7841,Passenger,7378635,Austin
9046,12/1/2022,Xavier,Male,1220000,Nebo Chevrolet,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,06457-3834,Hatchback,7394868,Middletown
9047,12/1/2022,Yadiel,Male,455000,New Castle Ford Lincoln Mercury,Acura,RL,Overhead Camshaft,Manual,Red,17001,60504-7114,SUV,7655930,Aurora
9048,12/1/2022,Moshe,Female,798000,Star Enterprises Inc,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,99301-3882,Hardtop,6061527,Pasco
9049,12/1/2022,Addison,Male,13500,Clay Johnson Auto Sales,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19000,78758-7841,Passenger,8107193,Austin
9050,12/1/2022,Aicha,Male,457000,Diehl Motor CO Inc,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28000,06457-3834,Passenger,6279430,Middletown
9051,12/1/2022,Aisha,Male,1460000,Enterprise Rent A Car,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,60504-7114,Sedan,8455423,Aurora
9052,12/1/2022,Aissatou,Male,736000,Gartner Buick Hyundai Saab,Mercury,Cougar,Overhead Camshaft,Manual,Red,22000,38701-8047,Hatchback,7968616,Greenville
9053,12/1/2022,Alana,Male,405000,Hatfield Volkswagen,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,22000,99301-3882,Hatchback,8285540,Pasco
9054,12/1/2022,Alexis,Male,450000,Iceberg Rentals,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,53546-9427,Hatchback,7053987,Janesville
9055,12/1/2022,Alicia,Male,740000,McKinney Dodge Chrysler Jeep,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,Hatchback,7029509,Scottsdale
9056,12/1/2022,Aliyah,Male,13500,Motor Vehicle Branch Office,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,78758-7841,SUV,8411763,Austin
9057,12/1/2022,Alyssa,Male,691000,Nebo Chevrolet,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,06457-3834,SUV,8882468,Middletown
9058,12/1/2022,Amanda,Male,370000,New Castle Ford Lincoln Mercury,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,60504-7114,Passenger,8637889,Aurora
9059,12/1/2022,Amani,Male,13500,Pars Auto Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,38701-8047,SUV,7200348,Greenville
9060,12/1/2022,Amaya,Male,2355000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Red,29500,99301-3882,Passenger,6296599,Pasco
9061,12/1/2022,Amber,Male,1255000,Progressive Shippers Cooperative Association No,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,53546-9427,Hatchback,6773183,Janesville
9062,12/1/2022,Amelia,Male,1560000,Rabun Used Car Sales,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,26000,85257-3102,SUV,7024874,Scottsdale
9063,12/1/2022,Jason,Male,550000,Hatfield Volkswagen,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31001,99301-3882,SUV,7884268,Pasco
9064,12/1/2022,Maxime,Male,13500,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21000,53546-9427,Hardtop,6275473,Janesville
9065,12/1/2022,Jay,Male,590000,McKinney Dodge Chrysler Jeep,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17000,85257-3102,Sedan,7910649,Scottsdale
9066,12/1/2022,Jayce,Male,920000,Motor Vehicle Branch Office,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,78758-7841,Sedan,6562925,Austin
9067,12/1/2022,Jayden,Male,460000,Nebo Chevrolet,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,06457-3834,SUV,6514894,Middletown
9068,12/1/2022,Jayson,Male,662500,New Castle Ford Lincoln Mercury,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28500,60504-7114,Sedan,8236890,Aurora
9069,12/1/2022,Jean,Male,1000500,Pars Auto Sales,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10050,38701-8047,SUV,8568000,Greenville
9070,12/1/2022,Theo,Male,735000,Scrivener Performance Engineering,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,38701-8047,Hardtop,7586513,Greenville
9071,12/1/2022,Jefferson,Male,13500,Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,53546-9427,Hatchback,8096042,Janesville
9072,12/1/2022,Jeffrey,Male,765000,Rabun Used Car Sales,Audi,A6,Overhead Camshaft,Manual,Black,15000,85257-3102,SUV,8056276,Scottsdale
9073,12/1/2022,Jencarlos,Male,691000,Race Car Help,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,78758-7841,Passenger,6842400,Austin
9074,12/1/2022,Jeremiah,Male,560000,Ryder Truck Rental and Leasing,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,06457-3834,Sedan,6786756,Middletown
9075,12/1/2022,Jeremias,Male,735000,Saab-Belle Dodge,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,60504-7114,SUV,8826880,Aurora
9076,12/1/2022,Jeremy,Female,535600,Scrivener Performance Engineering,Acura,RL,Overhead Camshaft,Manual,Pale White,17600,38701-8047,SUV,8337849,Greenville
9077,12/1/2022,Cora,Male,1103000,Rabun Used Car Sales,Chrysler,Cirrus,Overhead Camshaft,Manual,Red,24300,85257-3102,Passenger,8988696,Janesville
9078,12/1/2022,Dahlia,Male,1630000,Race Car Help,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12000,78758-7841,Passenger,6133427,Scottsdale
9079,12/1/2022,Daniella,Male,1100000,Ryder Truck Rental and Leasing,Volvo,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,06457-3834,SUV,7180716,Austin
9080,12/1/2022,Danielle,Male,1230000,Saab-Belle Dodge,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,60504-7114,Hatchback,7427638,Middletown
9081,12/1/2022,Quentin,Female,654000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,99301-3882,Hardtop,8576161,Pasco
9082,12/1/2022,Lucas,Male,550000,Progressive Shippers Cooperative Association No,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Red,15000,53546-9427,Hardtop,6636937,Janesville
9083,12/1/2022,Devora,Male,555000,Suburban Ford,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,53546-9427,Sedan,8984858,Pasco
9084,12/1/2022,Devorah,Male,641000,Tri-State Mack Inc,Mitsubishi,Mirage,DoubleÂ Overhead Camshaft,Auto,Black,9000,85257-3102,SUV,8934975,Janesville
9085,12/1/2022,Leonie,Male,602000,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,85257-3102,Hardtop,7140845,Scottsdale
9086,12/1/2022,Dina,Male,13500,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000,06457-3834,Passenger,7673648,Austin
9087,12/1/2022,Dylan,Male,850000,C & M Motors Inc,Buick,Regal,Overhead Camshaft,Manual,Red,43000,60504-7114,Passenger,7250946,Middletown
9088,12/1/2022,Eden,Female,362000,Capitol KIA,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,38701-8047,Sedan,7290642,Aurora
9089,12/1/2022,Eleanor,Male,790000,Chrysler of Tri-Cities,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000,99301-3882,Passenger,6065644,Greenville
9090,12/1/2022,Clarisse,Male,1630000,Star Enterprises Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,99301-3882,Hardtop,7025433,Pasco
9091,12/2/2022,Luke,Male,13500,C & M Motors Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,60504-7114,Passenger,8356304,Aurora
9092,12/2/2022,Maksim,Female,1500000,Capitol KIA,Nissan,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,38701-8047,SUV,6759568,Greenville
9093,12/2/2022,Marc,Male,13500,Chrysler of Tri-Cities,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,99301-3882,Sedan,7650902,Pasco
9094,12/2/2022,Yahir,Male,360000,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,528i,Overhead Camshaft,Manual,Black,21001,99301-3882,SUV,7752596,Pasco
9095,12/2/2022,Yandel,Male,13500,Progressive Shippers Cooperative Association No,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28001,53546-9427,Sedan,7729279,Janesville
9096,12/2/2022,Yariel,Male,610000,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,85257-3102,Sedan,6392649,Scottsdale
9097,12/2/2022,Nabila,Male,585000,Ryder Truck Rental and Leasing,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,06457-3834,Hardtop,6458513,Middletown
9098,12/2/2022,Aminata,Male,1330000,Ryder Truck Rental and Leasing,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23000,06457-3834,Sedan,7394121,Middletown
9099,12/2/2022,Flavien,Male,585000,U-Haul CO,Cadillac,Seville,Overhead Camshaft,Manual,Black,44000,78758-7841,Hardtop,7363244,Austin
9100,12/2/2022,Jerry,Male,830000,Star Enterprises Inc,Toyota,Sienna,Overhead Camshaft,Manual,Black,16000,99301-3882,Passenger,8426344,Pasco
9101,12/2/2022,Jesse,Male,13500,Suburban Ford,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41000,53546-9427,Passenger,7516157,Janesville
9102,12/2/2022,Jesus,Female,470000,Tri-State Mack Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31000,85257-3102,Hatchback,6407262,Scottsdale
